,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
1068,The Slap,tt3476576,http://www.imdb.com/title/tt3476576/,,,,,"
Man Booker Prize Nominee for Longlist (2010), Exclusive Books Boeke Prize Nominee (2011), Victorian Premier's Literary Award for Vance Palmer Prize for Fiction (2009), Australian Booksellers Association Book of the Year (2009), Australian Literature Society Gold Medal (2008)
...more
Commonwealth Writers' Prize for Best Book Overall (2009), ALS Gold Medal (2009), Bad Sex in Fiction Award Nominee (2010)
...less ",The Slap,[],[Fiction],2681.0,66.0,485 pages,"[2426, 5905, 6170, 3412, 2240]",3.14,,7.0,0.0
1069,The Snowman,tt0084701,http://www.imdb.com/title/tt0084701/,,,,26 December 1982,"
Lewis Carroll Shelf Award (1979), Zilveren Griffel (1979), Boston Globe-Horn Book Award for Picture Book (1979)
",The Snowman,[],"[Childrens, Picture Books, Childrens, Holiday, Christmas]",399.0,44.0,32 pages,"[7083, 3452, 2067, 468, 137]",4.28,,3.0,0.0
1070,The Solitude of Prime Numbers,tt1441373,http://www.imdb.com/title/tt1441373/,,,,,"
Premio Strega (2008), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2010), Premio Campiello Opera Prima (2008)
",The Solitude of Prime Numbers,"[Mattia Balossino, Alice della Rocca, Michela Balossino, Viola Bai]","[Contemporary, European Literature, Italian Literature, Romance, Cultural, Italy, Novels]",3087.0,109.0,271 pages,"[6533, 11405, 8948, 3529, 1292]",3.58,January 1st 2008,3.0,4.0
1071,The Sound and the Fury,tt0053298,http://www.imdb.com/title/tt0053298/,,,,,,The Sound and the Fury,"[The Compsons, Dilsey Gibson, Quentin Compson III, Jason Compson IV, Caroline Bascomb Compson, Candace ""Caddy"" Compson, Benjamin ""Benjy"" Compson, Miss Quentin Compson]","[Fiction, Literature, Classics, Literature, American, Novels]",5098.0,1.0,326 pages,"[46195, 38668, 24671, 10275, 6445]",3.85,1929,0.0,8.0
1072,The Spectacular Now,tt1714206,http://www.imdb.com/title/tt1714206/,2500000,6836909,197415.0,13 September 2013,"
National Book Award Finalist for Young People's Literature (2008), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)
",The Spectacular Now,"[Sutter Keely, Aimee Finecky]","[Young Adult, Contemporary, Fiction, Romance, Realistic Fiction]",3939.0,33.0,304 pages,"[6424, 12074, 11104, 3912, 1201]",3.54,,2.0,2.0
1073,The Spy Who Loved Me,tt0076752,http://www.imdb.com/title/tt0076752/,14000000,1539734,1347927.0,3 August 1977,,The Spy Who Loved Me (James Bond (Original Series) #10),[],"[Fiction, Thriller, Spy Thriller, Espionage, Adventure]",466.0,81.0,198 pages,"[1232, 2198, 2519, 1054, 364]",3.39,January 1st 1962,0.0,0.0
1074,The Squaw Man,tt0004635,http://www.imdb.com/title/tt0004635/,20000,533446,,15 February 1914,,The Squaw Man,[],[],0.0,0.0,160 pages,"[8452, 8884, 5113, 1356, 515]",0.0,,0.0,0.0
1075,The Stand,tt0108941,http://www.imdb.com/title/tt0108941/,28000000,,,,"
World Fantasy Award Nominee for Best Novel (1979)
",The Stand,"[Stuart Redman, Glenn Bateman, Nick Andros, Tom Cullen, Nadine Cross, Fran Goldsmith, Harold Lauder, Joe/Leo Rockway, Mother Abigail Freemantle, Randall Flagg, Trashcan Man, The Anti-Christ, Judge Farris, Larry Underwood, General William Starkey, Major Len Creighton, The Rat Man, Captain Trips, Charles D. Campion, Lucy Swann, Lloyd Henreid, Julie Lawry, Ralph Brentner, Dayna Jurgens, United States Military, American Law Enforcement, Kojak]","[Horror, Fiction, Fantasy, Science Fiction, Apocalyptic, Post Apocalyptic]",12811.0,185.0,1153 pages,"[240102, 125459, 53314, 12808, 5261]",4.33,1978,1.0,27.0
1076,The Stepford Wives,tt0327162,http://www.imdb.com/title/tt0327162/,90000000,59475623,21406781.0,11 June 2004,,The Stepford Wives,"[Joanna Eberhart, Walter Eberhart, Dale ""Diz"" Coba, Bobbie Markowe, Charmaine Wimperis, Ruthanne Hendry]","[Horror, Fiction, Science Fiction, Classics, Thriller, Mystery]",1299.0,9.0,144 pages,"[3947, 7159, 6031, 1466, 266]",3.69,1972,0.0,6.0
1077,The Strange Case of Dr. Jekyll and Mr. Hyde,tt0062908,http://www.imdb.com/title/tt0062908/,,,,,"
Independent Publisher Book Award (IPPY) for Audio Fiction - Abridged (1999)
",The Strange Case of Dr. Jekyll and Mr. Hyde,"[Mr Gabriel John Utterson, Dr Hastie Lanyon, Dr Henry Jekyll, Mr Edward Hyde]","[Classics, Fiction, Horror, Science Fiction, Mystery, Gothic, Fantasy, Literature, Literature, 19th Century, Academic, School]",6983.0,1688.0,144 pages,"[56625, 90430, 69698, 14577, 2592]",3.79,January 5th 1886,1.0,4.0
1078,The Stranger,tt0038991,http://www.imdb.com/title/tt0038991/,,,,25 May 1946,,The Stranger,"[Meursault, Raymond Sintès, Marie Cardona, Salamano]","[Philosophy, Literature, Classics, Novels, Academic, School]",13129.0,618.0,123 pages,"[151153, 158123, 91687, 26657, 9681]",3.95,1942,0.0,4.0
1079,The Struggle,tt0022440,http://www.imdb.com/title/tt0022440/,,,,10 December 1931,,The Struggle (The Vampire Diaries #2),"[Elena Gilbert, Stefan Salvatore, Damon Salvatore, Matt Honeycutt, Bonnie McCullough, Caroline Forbes, Meredith Sulez]","[Paranormal, Vampires, Young Adult, Fantasy, Fantasy, Paranormal, Romance, Fiction, Romance, Paranormal Romance, Fantasy, Supernatural, Fantasy, Urban Fantasy, Horror]",989.0,70.0,313 pages,"[6468, 7332, 8535, 3811, 1245]",3.51,1991,0.0,7.0
1080,The Sum of All Fears,tt0164184,http://www.imdb.com/title/tt0164184/,68000000,118471320,31178526.0,31 May 2002,,The Sum of All Fears (Jack Ryan Universe #7),"[John Clark, Dr. John ""Jack"" Patrick Ryan]","[Fiction, Thriller, Spy Thriller, Espionage, Action, War, Military, Suspense, Adventure, Mystery, Thriller, Mystery Thriller, Novels]",516.0,65.0,928 pages,"[13885, 18189, 10614, 1593, 290]",3.98,August 14th 1991,0.0,2.0
1081,The Sun Also Rises,tt0051028,http://www.imdb.com/title/tt0051028/,,,,23 August 1957,,The Sun Also Rises,"[Jake Barnes, Brett Ashley, Robert Cohn, Michael Campbell, Bill Gorton, Pedro Romero]","[Classics, Fiction, Novels, Literature, American, Historical Fiction]",9085.0,36.0,256 pages,"[88147, 99446, 65764, 22225, 8975]",3.83,1926,0.0,6.0
1082,The Sweet Hereafter,tt0120255,http://www.imdb.com/title/tt0120255/,CAD5000000,3252652,73547.0,21 November 1997,,The Sweet Hereafter,"[Dolores Driscoll, Nichole Smythe Burnell, Mitchell Stephens, Esquire, Billy Ansel (Sweet Hereafter)]","[Fiction, Contemporary, Novels, Literary Fiction]",536.0,27.0,416 pages,"[1669, 3078, 1676, 368, 121]",3.84,September 1991,0.0,5.0
1083,The Swiss Family Robinson,tt0073775,http://www.imdb.com/title/tt0073775/,,,,15 April 1975,,The Swiss Family Robinson (Companion Library),"[Fritz, Ernst, Jakob, Franz]","[Classics, Adventure, Childrens, Young Adult, Historical Fiction, Literature, Adventure, Survival, Classics, Classic Literature, Historical, Fantasy]",1659.0,514.0,352 pages,"[27469, 27450, 20280, 4669, 1436]",3.92,1812,0.0,4.0
1084,The Sword in the Stone,tt0057546,http://www.imdb.com/title/tt0057546/,,12000000,1751997.0,25 December 1963,"
Hugo Award for Best Novel (Retro 1939) (2014)
",The Sword in the Stone (The Once and Future King #1),"[Merlin, King Arthur]","[Classics, Fiction, Historical Fiction, Childrens, Mythology, Arthurian, Young Adult, Fantasy, Mythology, Adventure, Historical, Historical Fiction, Medieval]",578.0,63.0,352 pages,"[6106, 6618, 4312, 1055, 425]",3.91,1938,1.0,2.0
1085,The Tailor of Panama,tt0236784,http://www.imdb.com/title/tt0236784/,18000000,13729742,1837068.0,30 March 2001,,The Tailor of Panama,[],"[Spy Thriller, Espionage, Fiction, Thriller]",244.0,82.0,332 pages,"[640, 1672, 1874, 556, 143]",3.43,,0.0,0.0
1086,The Taker,tt4546806,http://www.imdb.com/title/tt4546806/,,,,4 December 2015,,The Taker (The Taker Trilogy #1),"[Lanore McIlvrae, Luke Findley, Jonathan St. Andrew, Adair]","[Fantasy, Paranormal, Fantasy, Historical Fiction, Romance, Fiction, Historical]",1194.0,30.0,438 pages,"[1718, 2152, 1521, 559, 344]",3.69,April 14th 2011,0.0,4.0
1087,The Taking of Pelham One Two Three,tt0072251,http://www.imdb.com/title/tt0072251/,,,,,,The Taking of Pelham One Two Three,[],"[Fiction, Thriller, Mystery, Crime, Mystery, New York, Suspense]",141.0,32.0,350 pages,"[373, 534, 438, 113, 24]",3.76,1973,0.0,0.0
1088,The Tale of Despereaux,tt0420238,http://www.imdb.com/title/tt0420238/,60000000,50818750,10103675.0,19 December 2008,"
Newbery Medal (2004), Mythopoeic Fantasy Award Nominee for Children's Literature (2004), Kentucky Bluegrass Award for 3-5 (2005), Garden State Book Award (2006), Rebecca Caudill Young Reader's Book Award Nominee (2006)
...more
Land of Enchantment Book Award for Young Adult (2006), Massachusetts Children's Book Award (2007), Blue Hen Book Award for Chapter Book (2005), Maine Student Book Award (2004), Mitten Award Nominee for Honor Book (2003), Dorothy Canfield Fisher Children's Book Award (2005), Golden Archer Award for Intermediate (2005), Indian Paintbrush Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2006), Charlie May Simon Children's Book Award (2005), Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2005), New Mexico Land of Enchantment Award for Young Adult (2006), Oklahoma Sequoyah Award for Children's (2006)
...less ",The Tale of Despereaux,"[Despereaux Tilling, Princess Pea, Chiaroscuro, Miggery Sow]","[Childrens, Fantasy, Animals, Childrens, Middle Grade]",7974.0,84.0,272 pages,"[39893, 37990, 23893, 5978, 1767]",3.99,2003,17.0,4.0
1089,The Talented Mr. Ripley,tt0134119,http://www.imdb.com/title/tt0134119/,40000000,81292135,12738237.0,25 December 1999,"
Edgar Award Nominee for Best Novel (1956)
",The Talented Mr. Ripley (Ripley #1),"[Tom Ripley, Dickie Greenleaf, Marge Sherwood, Freddie Miles]","[Fiction, Mystery, Mystery, Crime, Thriller, Classics]",1958.0,133.0,273 pages,"[9680, 14336, 7595, 1668, 497]",3.92,1955,1.0,4.0
1090,The Taming of the Shrew,tt0061407,http://www.imdb.com/title/tt0061407/,4000000,8000000,,8 March 1967,,The Taming of the Shrew,[],"[Classics, Plays, Drama, Fiction, Romance, Academic, School, Literature, Plays, Theatre, Poetry, Humor, Comedy]",2135.0,632.0,291 pages,"[37072, 45510, 34058, 9122, 2726]",3.82,1593,0.0,0.0
1091,The Tenant,tt0074811,http://www.imdb.com/title/tt0074811/,,1924733,,,,The Tenant,[],"[Cultural, France, Classics, Novels, European Literature, French Literature, Fantasy, Weird Fiction]",174.0,27.0,224 pages,"[706, 668, 285, 59, 17]",4.15,1964,0.0,0.0
1092,The Thief Lord,tt0430674,http://www.imdb.com/title/tt0430674/,,,,,"
Book Sense Book of the Year Award for Children's Literature (2003), Batchelder Award (2003), Zilveren Griffel (2004), Grand Canyon Reader Award for Teen Book (2004), Massachusetts Children's Book Award (2005)
...more
Zurich Children's Book Award (2000), The Children's Book Award from the Vienna House of Literature (2001), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2005), Literaturpreis der Jury der jungen Leser for Kinderbuch (2001)
...less ",The Thief Lord,[],"[Fantasy, Young Adult, Adventure, Childrens, Middle Grade, Childrens, Mystery, Fiction]",3239.0,82.0,350 pages,"[21109, 24612, 15883, 3359, 731]",3.94,January 1st 2000,8.0,0.0
1093,The Thin Man,tt0025878,http://www.imdb.com/title/tt0025878/,226408,,,25 May 1934,,The Thin Man,"[Nick Charles, Nora Charles]","[Mystery, Fiction, Classics, Mystery, Crime, Mystery, Noir, Mystery, Detective, Thriller, Mystery Thriller, Novels, Mystery, Hard Boiled, Literature, American]",1411.0,80.0,201 pages,"[6510, 8420, 4515, 884, 239]",3.98,1934,0.0,2.0
1094,The Thin Red Line,tt0120863,http://www.imdb.com/title/tt0120863/,52000000,36385763,11362226.0,15 January 1999,,The Thin Red Line (The World War II Trilogy #2),[],"[Fiction, Historical Fiction, War, Classics, War, Military, War, World War II]",174.0,42.0,475 pages,"[2807, 3569, 1876, 389, 151]",3.97,1962,0.0,0.0
1095,The Third Man & The Fallen Idol - The New Windmill Series,tt0041959,http://www.imdb.com/title/tt0041959/,,449191,13576.0,,,The Third Man & The Fallen Idol - The New Windmill Series,"[Rollo Martins, Harry Lime]","[Fiction, Mystery, Mystery, Crime, Short Stories, Literature, Classics, Thriller]",131.0,19.0,195 pages,"[265, 588, 401, 74, 7]",3.77,1949,0.0,2.0
1096,The Thorn Birds,tt0085101,http://www.imdb.com/title/tt0085101/,,,,,,The Thorn Birds,"[Ralph de Bricassart, Meghann Cleary, Luke O'Neill, Fiona Cleary, Padraic Cleary, Francis Cleary, Dane O'Neill, Justine O'Neill]","[Romance, Historical Romance, Adult, Epic, Contemporary, History, Religion, Romantic, Literary Fiction, Media Tie In, Movies, Romance, Love Story]",4273.0,191.0,692 pages,"[119492, 81733, 40637, 8775, 2747]",4.21,1977,0.0,8.0
1097,The Three Musketeers,tt1509767,http://www.imdb.com/title/tt1509767/,75000000,20374484,8674452.0,21 October 2011,,The Three Musketeers (The D'Artagnan Romances #1),"[D'Artagnan, Athos, Porthos, Aramis, Cardinal Richelieu, King Louis XIII, Anne of Austria, Milady de Winter, George Villiers, 1st Duke of Buckingham, Monsieur de Treville]","[Fiction, Classics, Cultural, France, Historical, European Literature, French Literature, Classics, Classic Literature, Literature, 19th Century, Novels, Romance, Historical Fiction]",4622.0,1202.0,786 pages,"[76761, 78766, 43980, 7827, 2059]",4.05,1844,0.0,11.0
1098,The Time Between,tt5174132,http://www.imdb.com/title/tt5174132/,,,,,,The Time Between,[],"[Fiction, Womens Fiction, Chick Lit, Romance, Mystery, Contemporary]",898.0,6.0,352 pages,"[2547, 3207, 1353, 258, 96]",4.05,,0.0,0.0
1099,The Time Machine,tt0268695,http://www.imdb.com/title/tt0268695/,80000000,56684819,22610437.0,8 March 2002,,The Time Machine,"[Weena, The Time Traveller]","[Classics, Science Fiction, Fiction, Science Fiction, Time Travel, Fantasy]",6564.0,986.0,118 pages,"[76669, 108547, 75858, 15024, 3246]",3.86,1895,0.0,2.0
1100,The Time Traveler's Wife,tt0452694,http://www.imdb.com/title/tt0452694/,39000000,63414846,18623171.0,14 August 2009,"
Arthur C. Clarke Award Nominee (2005), British Book Award (2006), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2005), Exclusive Books Boeke Prize (2005), ALA Alex Award (2004)
",The Time Traveler's Wife,"[Henry DeTamble, Clare Abshire, Gomez, Charisse, Richard DeTamble, Alicia Abshire, Mark Abshire, Philip Abshire, Lucille Abshire, Miss Kim, Alba DeTamble]","[Fiction, Romance, Fantasy, Science Fiction, Time Travel, Science Fiction, Contemporary]",42265.0,156.0,528 pages,"[463439, 402865, 244780, 81939, 42419]",3.94,2003,5.0,11.0
1101,The Tin Drum,tt0078875,http://www.imdb.com/title/tt0078875/,,,,11 April 1980,"
PEN Translation Prize (1964)
",The Tin Drum (The Danzig Trilogy #1),[Oskar Matzerath],"[Fiction, Classics, European Literature, German Literature, Literature, Historical Fiction, Cultural, Germany]",1198.0,190.0,592 pages,"[10764, 9631, 5318, 1946, 931]",3.96,1959,1.0,1.0
1102,The Tommyknockers,tt0106156,http://www.imdb.com/title/tt0106156/,12000000,,,,,The Tommyknockers,"[Bobbi Anderson, James Gardener]","[Horror, Fiction, Science Fiction, Thriller]",1706.0,103.0,747 pages,"[17239, 26218, 29822, 11781, 4041]",3.46,November 10th 1987,0.0,2.0
1103,The Two Towers,tt0167261,http://www.imdb.com/title/tt0167261/,94000000,342551365,727645.0,18 December 2002,,The Two Towers (The Lord of the Rings #2),"[Frodo Baggins, Meriadoc Brandybuck, Peregrin Took, Gandalf, Aragorn, Gimli, Boromir, Bilbo Baggins, Eriol, Rúmil, Treebeard, Saruman, Éowyn, Éomer, Elrond Half-elven, Arwen Undómiel, Galadriel, Faramir, Gollum, Legolas, Sam Gamgee]","[Fantasy, Classics, Fiction, Adventure]",6400.0,438.0,322 pages,"[282870, 146314, 52514, 9795, 2846]",4.41,November 11th 1954,0.0,21.0
1104,The Ugly Truth,tt1142988,http://www.imdb.com/title/tt1142988/,38000000,88915214,27605576.0,24 July 2009,"
Books I Loved Best Yearly (BILBY) Awards for Younger Readers (2011), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2011), Goodreads Choice Award for Middle Grade & Children's Books (2010)
",The Ugly Truth (Diary of a Wimpy Kid #5),[],"[Humor, Realistic Fiction, Fiction, Childrens, Sequential Art, Graphic Novels, Humor, Funny, Young Adult, Childrens, Middle Grade, Humor, Comedy, Diary]",3197.0,67.0,217 pages,"[32544, 17863, 11617, 3253, 1327]",4.16,2010,3.0,0.0
1105,The Ultimate Gift,tt0482629,http://www.imdb.com/title/tt0482629/,,3438735,1241079.0,9 March 2007,,The Ultimate Gift (The Ultimate Gift #1),[],"[Fiction, Inspirational, Christian Fiction, Self Help, Christian]",1007.0,25.0,162 pages,"[1856, 1651, 1261, 505, 176]",3.83,1991,0.0,0.0
1106,The Unbearable Lightness of Being,tt0096332,http://www.imdb.com/title/tt0096332/,17000000,10006806,202189.0,5 February 1988,"
Los Angeles Times Book Prize for Fiction (1984)
",The Unbearable Lightness of Being,"[Sabine, Franz, Tomáš, Tereza, Karenin]","[Fiction, Classics, Philosophy, Literature, Novels]",9770.0,263.0,320 pages,"[94476, 77921, 39200, 12107, 4559]",4.08,November 1984,1.0,5.0
1107,The Vampire's Assistant,tt0450405,http://www.imdb.com/title/tt0450405/,40000000,13698390,6293205.0,23 October 2009,,The Vampire's Assistant (Cirque du Freak #2),[Darren Shan],"[Fantasy, Young Adult, Paranormal, Vampires, Horror]",1231.0,73.0,256 pages,"[13163, 10705, 6137, 1317, 235]",4.12,May 30th 2000,0.0,1.0
1108,The Velveteen Rabbit,tt0974662,http://www.imdb.com/title/tt0974662/,5500000,143715,92536.0,March 2012,"
Lewis Carroll Shelf Award (1971)
",The Velveteen Rabbit,[],"[Childrens, Classics, Fiction, Childrens, Picture Books, Fantasy, Animals, Young Adult, Childrens, Juvenile, Kids, Fantasy, Fairy Tales]",2512.0,354.0,40 pages,"[94204, 50931, 25831, 5135, 2293]",4.29,1922,1.0,0.0
1109,The Virgin Suicides,tt0159097,http://www.imdb.com/title/tt0159097/,6000000,4859475,235122.0,19 May 2000,,The Virgin Suicides,"[Cecilia Lisbon, Lux Lisbon, Mary Lisbon, Therese Lisbon, Bonnie Lisbon]","[Fiction, Young Adult, Contemporary]",7087.0,96.0,250 pages,"[44800, 61461, 41068, 11397, 3271]",3.82,1993,0.0,5.0
1110,The Voyage of the Dawn Treader,tt0980970,http://www.imdb.com/title/tt0980970/,155000000,104383624,24005069.0,10 December 2010,,The Voyage of the Dawn Treader (The Chronicles of Narnia (Publication Order) #3),"[Aslan, Lucy Pevensie, Edmund Pevensie, Eustace Scrubb, Prince Caspian, Reepicheep]","[Fantasy, Fiction, Classics, Young Adult, Childrens, Adventure, Christian, Christian Fiction, Science Fiction Fantasy, Fantasy, Magic]",4195.0,271.0,248 pages,"[121085, 105892, 65466, 11918, 2543]",4.08,1951,0.0,6.0
1111,The Wanderers,tt0080117,http://www.imdb.com/title/tt0080117/,,,,4 July 1979,,The Wanderers,[],"[Fiction, Mystery, Crime, Novels, New York, Literature, Short Stories]",84.0,19.0,239 pages,"[346, 515, 314, 56, 14]",3.9,1974,0.0,0.0
