The Zahir	tt3223730	http://www.imdb.com/title/tt3223730/business				24 April 2014
Day Watch	tt0409904	http://www.imdb.com/title/tt0409904/business	4200000	450686	46730	15 June 2007
Tomorrow, When the War Began	tt1456941	http://www.imdb.com/title/tt1456941/business				24 February 2012
David Copperfield	tt0167872	http://www.imdb.com/title/tt0167872/business				
The Puppet Masters	tt0111003	http://www.imdb.com/title/tt0111003/business		8638072		21 October 1994
Paula	tt0045016	http://www.imdb.com/title/tt0045016/business				15 May 1952
The Wings of the Dove	tt0120520	http://www.imdb.com/title/tt0120520/business		13718385	1305573	13 March 1998
Love's Abiding Joy	tt0785025	http://www.imdb.com/title/tt0785025/business	3000000	252726	145895	
Miss Pettigrew Lives for a Day	tt0970468	http://www.imdb.com/title/tt0970468/business		12294036	2490942	7 March 2008
The End of the Affair	tt0172396	http://www.imdb.com/title/tt0172396/business	23000000	10660147	198535	21 January 2000
My Friend Flicka	tt0036182	http://www.imdb.com/title/tt0036182/business				
Love's Long Journey	tt0486420	http://www.imdb.com/title/tt0486420/business				
Alien	tt0078748	http://www.imdb.com/title/tt0078748/business	11000000	83944003	1287560	22 June 1979
Going Postal	tt1219817	http://www.imdb.com/title/tt1219817/business				
Love Comes Softly	tt0345591	http://www.imdb.com/title/tt0345591/business				
L'Amant	tt0452128	http://www.imdb.com/title/tt0452128/business				
The Chosen	tt0082175	http://www.imdb.com/title/tt0082175/business				30 April 1982
Rodrick Rules	tt1650043	http://www.imdb.com/title/tt1650043/business	21000000	52691009	23751502	25 March 2011
Sandstorm	tt0445693	http://www.imdb.com/title/tt0445693/business	CAD5000	1744	1744	11 September 2009
Animal Husbandry	tt1445586	http://www.imdb.com/title/tt1445586/business				11 November 2008
Silk	tt0494834	http://www.imdb.com/title/tt0494834/business	20000000	1103075	126537	21 September 2007
Midnight Bayou	tt1320347	http://www.imdb.com/title/tt1320347/business				
The Wind in the Willows	tt0042044	http://www.imdb.com/title/tt0042044/business				5 October 1949
The Descent	tt0435625	http://www.imdb.com/title/tt0435625/business		26027680	8411	4 August 2006
Choke	tt1024715	http://www.imdb.com/title/tt1024715/business	3000000	2926565	1319286	26 September 2008
Indiana Jones and the Kingdom of the Crystal Skull	tt0367882	http://www.imdb.com/title/tt0367882/business	185000000	317101119	126917373	22 May 2008
Much Ado About Nothing	tt0107616	http://www.imdb.com/title/tt0107616/business	11000000	22551000		2 July 1993
The Holcroft Covenant	tt0089283	http://www.imdb.com/title/tt0089283/business		151627	151627	18 October 1985
Maniac Magee	tt0246063	http://www.imdb.com/title/tt0246063/business				
Where Eagles Dare	tt0065207	http://www.imdb.com/title/tt0065207/business	7700000	21000000		12 March 1969
Underworld: Evolution	tt0401855	http://www.imdb.com/title/tt0401855/business	50000000	62318875	26857181	20 January 2006
The Wanderers	tt0080117	http://www.imdb.com/title/tt0080117/business				4 July 1979
Paint it Black	tt0098054	http://www.imdb.com/title/tt0098054/business				14 January 1990
Though None Go with Me	tt0499580	http://www.imdb.com/title/tt0499580/business	2500000			
Nothing Lasts Forever	tt0087817	http://www.imdb.com/title/tt0087817/business	3000000			September 1984
Inferno	tt3062096	http://www.imdb.com/title/tt3062096/business	75000000	25973917	14860425	28 October 2016
Man On Fire	tt0328107	http://www.imdb.com/title/tt0328107/business	70000000	77862546	22751490	23 April 2004
Underworld: Rise of the Lycans	tt0834001	http://www.imdb.com/title/tt0834001/business	35000000	45802315	20828511	23 January 2009
Brainwashed	tt0054272	http://www.imdb.com/title/tt0054272/business				25 June 1961
Oscar and Lucinda	tt0119843	http://www.imdb.com/title/tt0119843/business		1508689	137163	31 December 1997
Ghost Story	tt0082449	http://www.imdb.com/title/tt0082449/business		16202210	2105729	18 December 1981
The Razor's Edge	tt0087980	http://www.imdb.com/title/tt0087980/business	13000000	6551987	2411311	19 October 1984
Rocket Boys	tt3898046	http://www.imdb.com/title/tt3898046/business				
The Robe	tt0046247	http://www.imdb.com/title/tt0046247/business	5000000	36000000		
Bel-Ami	tt3327554	http://www.imdb.com/title/tt3327554/business				
Thumbsucker	tt0318761	http://www.imdb.com/title/tt0318761/business	4000000	1325073	85327	7 October 2005
Freak the Mighty	tt5681620	http://www.imdb.com/title/tt5681620/business				
Crazy in Alabama	tt0142201	http://www.imdb.com/title/tt0142201/business	15000000	1954202	1010596	22 October 1999
Time Regained	tt0189142	http://www.imdb.com/title/tt0189142/business		461493	21413	
The Discovery of Heaven	tt0251052	http://www.imdb.com/title/tt0251052/business				
An Inspector Calls	tt4271918	http://www.imdb.com/title/tt4271918/business				
The Crow	tt0109506	http://www.imdb.com/title/tt0109506/business	23000000	50693162		13 May 1994
Allegiant	tt3410834	http://www.imdb.com/title/tt3410834/business	110000000	66002193	29027348	18 March 2016
Suddenly Last Summer	tt3198158	http://www.imdb.com/title/tt3198158/business				
Get Shorty	tt0113161	http://www.imdb.com/title/tt0113161/business	30250000	72077000		20 October 1995
The Odessa File	tt0071935	http://www.imdb.com/title/tt0071935/business				18 October 1974
Petals on the Wind	tt3496892	http://www.imdb.com/title/tt3496892/business				
The Girl on the Train	tt3631112	http://www.imdb.com/title/tt3631112/business	45000000	70647940	24536265	7 October 2016
Disappearing Acts	tt0243220	http://www.imdb.com/title/tt0243220/business				
Legion	tt1038686	http://www.imdb.com/title/tt1038686/business	26000000	40168080	17501625	22 January 2010
Sarah, Plain and Tall	tt0102842	http://www.imdb.com/title/tt0102842/business				
Paper Moon	tt0070510	http://www.imdb.com/title/tt0070510/business		30933743		9 May 1973
Under the Volcano	tt0088322	http://www.imdb.com/title/tt0088322/business		2428553	31000	13 June 1984
The Lying Game	tt1798274	http://www.imdb.com/title/tt1798274/business				
Kick-Ass	tt1250777	http://www.imdb.com/title/tt1250777/business	30000000	48043505	19828687	16 April 2010
A Farewell to Arms	tt0022879	http://www.imdb.com/title/tt0022879/business	800000			8 December 1932
The Ice Storm	tt0119349	http://www.imdb.com/title/tt0119349/business	18000000	7837632	75183	26 November 1997
Titus Andronicus	tt0090178	http://www.imdb.com/title/tt0090178/business				
The Incredible Journey	tt0057180	http://www.imdb.com/title/tt0057180/business				20 November 1963
Sounder	tt0069303	http://www.imdb.com/title/tt0069303/business				
War and Peace	tt0049934	http://www.imdb.com/title/tt0049934/business	6000000	12500000		21 August 1956
The Eagle of the Ninth	tt0397778	http://www.imdb.com/title/tt0397778/business				
Resident Evil: Extinction	tt0432021	http://www.imdb.com/title/tt0432021/business	45000000	49962808	23678580	21 September 2007
The Ghost	tt1194607	http://www.imdb.com/title/tt1194607/business				
The Tin Drum	tt0078875	http://www.imdb.com/title/tt0078875/business				11 April 1980
John Adams	tt0472027	http://www.imdb.com/title/tt0472027/business				
The Mist	tt0884328	http://www.imdb.com/title/tt0884328/business	18000000	25592632	8931973	21 November 2007
The Idiot	tt0043614	http://www.imdb.com/title/tt0043614/business				30 April 1963
Crimson Rivers	tt0228786	http://www.imdb.com/title/tt0228786/business		69316	31734	
Romulus, My Father	tt0462023	http://www.imdb.com/title/tt0462023/business		2791	2791	
How to Deal	tt0319524	http://www.imdb.com/title/tt0319524/business	16000000	14108518	5809960	18 July 2003
Less Than Zero	tt0093407	http://www.imdb.com/title/tt0093407/business		12396383	3008987	6 November 1987
Forever Amber	tt0039391	http://www.imdb.com/title/tt0039391/business	6000000	16000000		
Poison	tt0102687	http://www.imdb.com/title/tt0102687/business	250000	609524		
The Diving Bell and the Butterfly	tt0401383	http://www.imdb.com/title/tt0401383/business		5990075	75721	1 February 2008
A Streetcar Named Desire	tt0044081	http://www.imdb.com/title/tt0044081/business	1800000	8000000		
Out of Sight	tt0120780	http://www.imdb.com/title/tt0120780/business	48000000	37339525	12020435	26 June 1998
Here be Dragons	tt1262906	http://www.imdb.com/title/tt1262906/business	7500			
Katherine	tt0073229	http://www.imdb.com/title/tt0073229/business				
Random Harvest	tt0035238	http://www.imdb.com/title/tt0035238/business	1210000	10137000		
I Am the Cheese	tt0085706	http://www.imdb.com/title/tt0085706/business				11 November 1983
Shrek!	tt0126029	http://www.imdb.com/title/tt0126029/business	60000000	267652016	42347760	18 May 2001
Emma	tt0116191	http://www.imdb.com/title/tt0116191/business	6000000	22201883	240649	30 August 1996
Princess in Love	tt0125988	http://www.imdb.com/title/tt0125988/business				
Love's Enduring Promise	tt0402348	http://www.imdb.com/title/tt0402348/business				
We the Living	tt0035130	http://www.imdb.com/title/tt0035130/business				
The Man With the Golden Gun	tt0071807	http://www.imdb.com/title/tt0071807/business	13000000	20972000		20 December 1974
The Chronicles of Riddick	tt0296572	http://www.imdb.com/title/tt0296572/business	105000000	57761012	24289165	11 June 2004
Eye of the Needle	tt0082351	http://www.imdb.com/title/tt0082351/business		17583634		24 July 1981
Before I Go to Sleep	tt1726592	http://www.imdb.com/title/tt1726592/business	22000000			31 October 2014
The Great Gatsby	tt1343092	http://www.imdb.com/title/tt1343092/business	105000000	144812796	50085184	10 May 2013
Chitty Chitty Bang Bang	tt0062803	http://www.imdb.com/title/tt0062803/business	10000000			18 December 1968
The Scarlet Pimpernel	tt0084637	http://www.imdb.com/title/tt0084637/business				
Cold Comfort Farm	tt0112701	http://www.imdb.com/title/tt0112701/business				
The Lincoln Lawyer	tt1189340	http://www.imdb.com/title/tt1189340/business	40000000	57981889	13206453	18 March 2011
Handle with Care	tt0076123	http://www.imdb.com/title/tt0076123/business		815530		29 September 1977
Ironweed	tt0093277	http://www.imdb.com/title/tt0093277/business	27000000	7393346	36973	12 February 1988
Tick Tock	tt0169324	http://www.imdb.com/title/tt0169324/business				18 September 2001
Conan the Destroyer	tt0087078	http://www.imdb.com/title/tt0087078/business	18000000	25626879	6876678	29 June 1984
Eloise	tt0373816	http://www.imdb.com/title/tt0373816/business	4000000			
The Day of the Locust	tt0072848	http://www.imdb.com/title/tt0072848/business		17793000		
Hangman's Curse	tt0342508	http://www.imdb.com/title/tt0342508/business	2000000	145325	78084	12 September 2003
The Dive From Clausen's Pier	tt0452611	http://www.imdb.com/title/tt0452611/business				
The Caine Mutiny	tt0046816	http://www.imdb.com/title/tt0046816/business	2000000			24 June 1954
Vanishing Acts	tt0356165	http://www.imdb.com/title/tt0356165/business				
Johnny Mnemonic	tt0113481	http://www.imdb.com/title/tt0113481/business	25000000	19076000	7420152	26 May 1995
The Guardian	tt0406816	http://www.imdb.com/title/tt0406816/business	70000000	54983983	18006064	29 September 2006
Fallen	tt0119099	http://www.imdb.com/title/tt0119099/business		25188006	10401586	16 January 1998
The Brothers Karamazov	tt0051435	http://www.imdb.com/title/tt0051435/business				
Starman	tt0088172	http://www.imdb.com/title/tt0088172/business	22000000	28700000		14 December 1984
Rising Sun	tt0107969	http://www.imdb.com/title/tt0107969/business	35000000	63095271	15100000	30 July 1993
Beast	tt0101414	http://www.imdb.com/title/tt0101414/business	25000000	47611331	17754905	22 November 1991
The Sound and the Fury	tt0053298	http://www.imdb.com/title/tt0053298/business				
Nicholas and Alexandra	tt0067483	http://www.imdb.com/title/tt0067483/business	9000000			13 December 1971
Mandie and the Secret Tunnel	tt1132286	http://www.imdb.com/title/tt1132286/business	750000			2009
The Man Who Fell to Earth	tt0074851	http://www.imdb.com/title/tt0074851/business		83547		
From the Mixed-Up Files of Mrs. Basil E. Frankweiler	tt0070079	http://www.imdb.com/title/tt0070079/business				27 September 1973
Jurassic Park III	tt0163025	http://www.imdb.com/title/tt0163025/business	93000000	181166115	50771645	18 July 2001
The Old Man and the Sea	tt0052027	http://www.imdb.com/title/tt0052027/business	5000000			11 October 1958
The Golden Chance	tt0005402	http://www.imdb.com/title/tt0005402/business	18711	83504		30 December 1915
Treasure Island	tt1820723	http://www.imdb.com/title/tt1820723/business				
Odd Thomas	tt1767354	http://www.imdb.com/title/tt1767354/business	27000000			28 February 2014
Off Season	tt0287603	http://www.imdb.com/title/tt0287603/business				
The Secret Of NIMH	tt0084649	http://www.imdb.com/title/tt0084649/business	7000000	10140325	386530	16 July 1982
Enemy Mine	tt0089092	http://www.imdb.com/title/tt0089092/business	40000000	12303411	1594702	20 December 1985
Christy	tt0108725	http://www.imdb.com/title/tt0108725/business				
First Blood	tt0083944	http://www.imdb.com/title/tt0083944/business	14000000	47212904	6642005	22 October 1982
Maneater	tt0846713	http://www.imdb.com/title/tt0846713/business				
Mirror Image	tt0285730	http://www.imdb.com/title/tt0285730/business				5 October 2001
Rosemary's Baby	tt0063522	http://www.imdb.com/title/tt0063522/business	2300000	33395426		12 June 1968
From Russia With Love	tt0057076	http://www.imdb.com/title/tt0057076/business	2000000	24796765		27 May 1964
Alien Nation	tt0094631	http://www.imdb.com/title/tt0094631/business	16000000	25216243		7 October 1988
Edge of Tomorrow	tt1631867	http://www.imdb.com/title/tt1631867/business	178000000	99992247	28760246	6 June 2014
Fluke	tt0113089	http://www.imdb.com/title/tt0113089/business	15000000	3987649	1435709	2 June 1995
Waking the Dead	tt0127349	http://www.imdb.com/title/tt0127349/business	8500000	327418	150422	24 March 2000
The Bad Mother's Handbook	tt0909010	http://www.imdb.com/title/tt0909010/business				
Another Day in Paradise	tt0127722	http://www.imdb.com/title/tt0127722/business	4500000	1025234	14900	
Galore	tt2263640	http://www.imdb.com/title/tt2263640/business				
Killing Me Softly	tt0250468	http://www.imdb.com/title/tt0250468/business	25000000			
Marnie	tt0058329	http://www.imdb.com/title/tt0058329/business	3000000	7000000		22 July 1964
The Kindness of Strangers	tt0491658	http://www.imdb.com/title/tt0491658/business				
Object of My Affection	tt0464825	http://www.imdb.com/title/tt0464825/business				
Absolute Beginners	tt0090585	http://www.imdb.com/title/tt0090585/business		909960	83743	18 April 1986
Damnation Alley	tt0075909	http://www.imdb.com/title/tt0075909/business	17000000	8720000		21 October 1977
Enchantment	tt0040321	http://www.imdb.com/title/tt0040321/business				25 December 1948
Flicka	tt0434215	http://www.imdb.com/title/tt0434215/business	15000000	20998709	7703551	20 October 2006
Romanzo criminale	tt0418110	http://www.imdb.com/title/tt0418110/business				
Girl	tt2267998	http://www.imdb.com/title/tt2267998/business	61000000	167735396	37513109	3 October 2014
The Night Watch	tt1789074	http://www.imdb.com/title/tt1789074/business				
Nightfall	tt0049552	http://www.imdb.com/title/tt0049552/business				
The City of Joy	tt5108794	http://www.imdb.com/title/tt5108794/business				1 April 2016
Yes Man	tt1068680	http://www.imdb.com/title/tt1068680/business	70000000	97690976	18262471	19 December 2008
Body of Lies	tt0758774	http://www.imdb.com/title/tt0758774/business	70000000	39380442	12884416	10 October 2008
True Woman	tt1754790	http://www.imdb.com/title/tt1754790/business				
The River Why	tt1241329	http://www.imdb.com/title/tt1241329/business				April 2010
Birdsong	tt1127876	http://www.imdb.com/title/tt1127876/business				
Before I Die	tt0821436	http://www.imdb.com/title/tt0821436/business				
Reverb	tt0772197	http://www.imdb.com/title/tt0772197/business				
The Marriage Bargain	tt0026686	http://www.imdb.com/title/tt0026686/business				20 February 1935
The Great Santini	tt0079239	http://www.imdb.com/title/tt0079239/business		4702575		26 October 1979
One Shot	tt3343350	http://www.imdb.com/title/tt3343350/business				7 October 2014
The Defector	tt0060295	http://www.imdb.com/title/tt0060295/business				16 November 1966
From Beyond	tt0091083	http://www.imdb.com/title/tt0091083/business	4500000	1261000		24 October 1986
My Summer Of Love	tt0382189	http://www.imdb.com/title/tt0382189/business		992238	90022	1 July 2005
Cosmopolis	tt1480656	http://www.imdb.com/title/tt1480656/business	20500000	743636	70339	
Grace	tt1220213	http://www.imdb.com/title/tt1220213/business	5000000	6174	6174	
The Solitude of Prime Numbers	tt1441373	http://www.imdb.com/title/tt1441373/business				
Wide Sargasso Sea	tt0108565	http://www.imdb.com/title/tt0108565/business		1610792		16 April 1993
Musashi	tt0353079	http://www.imdb.com/title/tt0353079/business				
Heavy	tt0113280	http://www.imdb.com/title/tt0113280/business		986128		5 June 1996
Sun & Moon	tt0177242	http://www.imdb.com/title/tt0177242/business				
City of Glass	tt3411442	http://www.imdb.com/title/tt3411442/business				
Still Alice	tt3316960	http://www.imdb.com/title/tt3316960/business	5000000	18656400		20 February 2015
An Ember in the Ashes	tt3605260	http://www.imdb.com/title/tt3605260/business				
Pretty Little Liars	tt1578873	http://www.imdb.com/title/tt1578873/business				
The Night of the Hunter	tt0048424	http://www.imdb.com/title/tt0048424/business	795000			
Love, Rosie	tt1638002	http://www.imdb.com/title/tt1638002/business		14893	14893	
The Squaw Man	tt0004635	http://www.imdb.com/title/tt0004635/business	20000	533446		15 February 1914
No Highway	tt0043859	http://www.imdb.com/title/tt0043859/business				21 September 1951
El inquisidor	tt4415152	http://www.imdb.com/title/tt4415152/business				
Someone Was Watching	tt0358706	http://www.imdb.com/title/tt0358706/business				
At Play in the Fields of the Lord	tt0101373	http://www.imdb.com/title/tt0101373/business	36000000	1342903	118162	6 December 1991
Little Dorrit	tt1178522	http://www.imdb.com/title/tt1178522/business				
Bless the Child	tt0163983	http://www.imdb.com/title/tt0163983/business	65000000	29374178	9413684	11 August 2000
The Witch Of Portobello	tt1248298	http://www.imdb.com/title/tt1248298/business				
Bend It Like Beckham	tt0286499	http://www.imdb.com/title/tt0286499/business		32543449	161528	1 August 2003
Sharpe's Eagle	tt0108107	http://www.imdb.com/title/tt0108107/business				
Transformers	tt0418279	http://www.imdb.com/title/tt0418279/business	150000000	319246193	70502384	3 July 2007
Les Plouffe	tt0082919	http://www.imdb.com/title/tt0082919/business		CAD1900000		15 November 1985
The Power of Myth	tt1242675	http://www.imdb.com/title/tt1242675/business				
Tex	tt0084783	http://www.imdb.com/title/tt0084783/business		7000536		30 July 1982
Tenderness	tt0494864	http://www.imdb.com/title/tt0494864/business				
La ciudad de los prodigios	tt0203402	http://www.imdb.com/title/tt0203402/business				
Me and Earl and the Dying Girl	tt2582496	http://www.imdb.com/title/tt2582496/business	8000000	6743776		1 July 2015
The Longest Ride	tt2726560	http://www.imdb.com/title/tt2726560/business	34000000	37432299	13019686	10 April 2015
Vampire Academy	tt1686821	http://www.imdb.com/title/tt1686821/business	30000000	7791146	4101000	7 February 2014
Reflections in a Golden Eye	tt0062185	http://www.imdb.com/title/tt0062185/business	4500000			13 October 1967
Hunger Point	tt0335163	http://www.imdb.com/title/tt0335163/business				
Running Out of Time	tt0216165	http://www.imdb.com/title/tt0216165/business				
The Bumblebee Flies Anyway	tt0128977	http://www.imdb.com/title/tt0128977/business				1 January 2000
Thunderhead	tt0038172	http://www.imdb.com/title/tt0038172/business				
Transformers: Revenge of the Fallen	tt1055369	http://www.imdb.com/title/tt1055369/business	200000000	402111870	108966307	24 June 2009
Flipped	tt0817177	http://www.imdb.com/title/tt0817177/business	14000000	1752214	224233	10 September 2010
In a Lonely Place	tt0042593	http://www.imdb.com/title/tt0042593/business				17 May 1950
The Last Straw	tt3722420	http://www.imdb.com/title/tt3722420/business				8 November 2014
The Illustrated Mum	tt0390120	http://www.imdb.com/title/tt0390120/business				
Slimer	tt0124257	http://www.imdb.com/title/tt0124257/business				
The Time Between	tt5174132	http://www.imdb.com/title/tt5174132/business				
The Cay	tt0246477	http://www.imdb.com/title/tt0246477/business				
The Day of the Jackal	tt0069947	http://www.imdb.com/title/tt0069947/business		16056255		30 July 1973
Brighton Rock	tt1233192	http://www.imdb.com/title/tt1233192/business	12000000			
Arthur and the Invisibles	tt0344854	http://www.imdb.com/title/tt0344854/business	86000000	15131330	5702789	12 January 2007
Being at home with Claude	tt0103787	http://www.imdb.com/title/tt0103787/business		600000		October 1993
Anywhere But Here	tt0149691	http://www.imdb.com/title/tt0149691/business	23000000	18653615	5607137	12 November 1999
Unleashing Mr. Darcy	tt5231268	http://www.imdb.com/title/tt5231268/business				
Pines	tt1817273	http://www.imdb.com/title/tt1817273/business	15000000	21383298	279457	19 April 2013
Savage Grace	tt0379976	http://www.imdb.com/title/tt0379976/business	4600000	434417	22311	
The Bronze Horseman	tt3227142	http://www.imdb.com/title/tt3227142/business				
Adolf Hitler: My Part in His Downfall	tt0068171	http://www.imdb.com/title/tt0068171/business				
Legend of the Guardians: The Owls of Ga'hoole	tt1219342	http://www.imdb.com/title/tt1219342/business	80000000	55673333	16112211	24 September 2010
Spud	tt1059969	http://www.imdb.com/title/tt1059969/business	4000000			
Untitled	tt1995510	http://www.imdb.com/title/tt1995510/business				
Carnosaur	tt0106521	http://www.imdb.com/title/tt0106521/business	1000000	1152375	142127	21 May 1993
Fall From Grace	tt0977649	http://www.imdb.com/title/tt0977649/business	7000			10 March 2007
No Logo	tt0373193	http://www.imdb.com/title/tt0373193/business				
Redwall	tt0200369	http://www.imdb.com/title/tt0200369/business				
Don Quixote	tt0181212	http://www.imdb.com/title/tt0181212/business	18000000			
The Dam Busters	tt0046889	http://www.imdb.com/title/tt0046889/business				16 July 1955
The Invisible Circus	tt0178642	http://www.imdb.com/title/tt0178642/business		55388	55388	
The Darkest Hour	tt1093357	http://www.imdb.com/title/tt1093357/business	30000000	21426805	3000000	25 December 2011
Air America	tt0099005	http://www.imdb.com/title/tt0099005/business	35000000	31053601	8064480	10 August 1990
The Whale Rider	tt0420869	http://www.imdb.com/title/tt0420869/business				
The Omen	tt0075005	http://www.imdb.com/title/tt0075005/business	2800000	4273886	4273886	25 June 1976
The Canterbury Tales	tt0067647	http://www.imdb.com/title/tt0067647/business				30 May 1980
Les louves	tt0089479	http://www.imdb.com/title/tt0089479/business				
Il cavaliere inesistente	tt0132022	http://www.imdb.com/title/tt0132022/business				
Die Wand	tt0114890	http://www.imdb.com/title/tt0114890/business				
The Color of Magic	tt1079959	http://www.imdb.com/title/tt1079959/business				
Skellig	tt0382301	http://www.imdb.com/title/tt0382301/business				
Losing Faith	tt0809440	http://www.imdb.com/title/tt0809440/business				25 April 2006
Martin the Warrior	tt0302139	http://www.imdb.com/title/tt0302139/business				
Reach for the Sky	tt0049665	http://www.imdb.com/title/tt0049665/business				
Anatomy of a Murder	tt0052561	http://www.imdb.com/title/tt0052561/business		11000000		
Ode to Billy Joe	tt0074995	http://www.imdb.com/title/tt0074995/business				4 June 1976
The Capture	tt0042313	http://www.imdb.com/title/tt0042313/business				8 April 1950
Cosi Fan Tutte	tt1805767	http://www.imdb.com/title/tt1805767/business				
Night Shift	tt0084412	http://www.imdb.com/title/tt0084412/business		23600000		30 July 1982
Steve Jobs	tt2080374	http://www.imdb.com/title/tt2080374/business	30000000	17750583	521522	23 October 2015
Fate Is the Hunter	tt0058091	http://www.imdb.com/title/tt0058091/business	2525000	2200000		
Sweet Bird of Youth	tt0056541	http://www.imdb.com/title/tt0056541/business				
The Worst Witch	tt0092239	http://www.imdb.com/title/tt0092239/business				
Into the Wild	tt0758758	http://www.imdb.com/title/tt0758758/business	15000000	18352454	212440	19 October 2007
Krull	tt0085811	http://www.imdb.com/title/tt0085811/business	47000000	16519460	5469415	29 July 1983
Hideous Kinky	tt0136244	http://www.imdb.com/title/tt0136244/business	12000000	1262786	82431	
Burned	tt0420346	http://www.imdb.com/title/tt0420346/business	1000000			
Dangerous Minds	tt0112792	http://www.imdb.com/title/tt0112792/business	23000000	84919401	14931503	11 August 1995
Rising Storm	tt0100464	http://www.imdb.com/title/tt0100464/business				22 October 1989
The Face on the Milk Carton	tt0113008	http://www.imdb.com/title/tt0113008/business				
The Seventh Scroll	tt0272836	http://www.imdb.com/title/tt0272836/business				
Little Children	tt0404203	http://www.imdb.com/title/tt0404203/business	26000000	5459824	97953	9 February 2007
Crazy	tt0215681	http://www.imdb.com/title/tt0215681/business				
Portrait in Sepia	tt1454530	http://www.imdb.com/title/tt1454530/business	90000			
Indiana Jones and the Last Crusade	tt0097576	http://www.imdb.com/title/tt0097576/business	48000000	197171806	29400000	24 May 1989
Star Trek	tt0796366	http://www.imdb.com/title/tt0796366/business	150000000	257730019	75204289	8 May 2009
Rain	tt0023369	http://www.imdb.com/title/tt0023369/business				12 October 1932
The First World War	tt0426688	http://www.imdb.com/title/tt0426688/business				
The Masque of the Red Death	tt0058333	http://www.imdb.com/title/tt0058333/business				
Warlock	tt0098622	http://www.imdb.com/title/tt0098622/business	7000000	9094451	780360	11 January 1991
Grey	tt2322441	http://www.imdb.com/title/tt2322441/business	40000000	166167230	94395000	13 February 2015
Stellaluna	tt0463373	http://www.imdb.com/title/tt0463373/business				
Just Cause	tt0113501	http://www.imdb.com/title/tt0113501/business		36853222	10607932	17 February 1995
The Taker	tt4546806	http://www.imdb.com/title/tt4546806/business				4 December 2015
The Talented Mr. Ripley	tt0134119	http://www.imdb.com/title/tt0134119/business	40000000	81292135	12738237	25 December 1999
American Pie	tt0163651	http://www.imdb.com/title/tt0163651/business	11000000	101736215	18709680	9 July 1999
Kim	tt0042644	http://www.imdb.com/title/tt0042644/business				26 January 1951
Follow the River	tt0113091	http://www.imdb.com/title/tt0113091/business				
Iced	tt0095350	http://www.imdb.com/title/tt0095350/business				
Para sa Hopeless Romantic	tt4680278	http://www.imdb.com/title/tt4680278/business				
The Sun Also Rises	tt0051028	http://www.imdb.com/title/tt0051028/business				23 August 1957
Martians, Go Home	tt0100116	http://www.imdb.com/title/tt0100116/business		129778		20 April 1990
I Know My First Name Is Steven	tt0097553	http://www.imdb.com/title/tt0097553/business				
The Hound of the Baskervilles	tt0031448	http://www.imdb.com/title/tt0031448/business				31 March 1939
The Little Engine That Could	tt0186311	http://www.imdb.com/title/tt0186311/business				
Bee Season	tt0387059	http://www.imdb.com/title/tt0387059/business	14000000	1180560	120544	23 November 2005
Mother Night	tt0117093	http://www.imdb.com/title/tt0117093/business	6000000	392362	48661	1 November 1996
Three Comrades	tt0030865	http://www.imdb.com/title/tt0030865/business				3 June 1938
Robinson Crusoe	tt0117496	http://www.imdb.com/title/tt0117496/business				
The Long Winter	tt0102265	http://www.imdb.com/title/tt0102265/business				
Little Earthquakes	tt5605638	http://www.imdb.com/title/tt5605638/business				
The Great Train Robbery	tt0079240	http://www.imdb.com/title/tt0079240/business	6000000	391942	391942	2 February 1979
Wolverine: Origin	tt3077530	http://www.imdb.com/title/tt3077530/business				
Howards End	tt0104454	http://www.imdb.com/title/tt0104454/business		157888	23840	26 February 1993
4:50 from Paddington	tt0092497	http://www.imdb.com/title/tt0092497/business				
Star Wars - Episode I: The Phantom Menace	tt0120915	http://www.imdb.com/title/tt0120915/business	115000000	43456382	22469932	19 May 1999
Cat Among the Pigeons	tt0115844	http://www.imdb.com/title/tt0115844/business				
Apt Pupil	tt0118636	http://www.imdb.com/title/tt0118636/business	14000000	8838938	3583151	23 October 1998
Constantine	tt0360486	http://www.imdb.com/title/tt0360486/business	100000000	75976178	29769098	18 February 2005
Strangers When We Meet	tt0054345	http://www.imdb.com/title/tt0054345/business				
Coriolanus	tt1372686	http://www.imdb.com/title/tt1372686/business		756452	61136	
The Painted Veil	tt0446755	http://www.imdb.com/title/tt0446755/business	19400000	8060487	71814	19 January 2007
Sink the Bismarck	tt0283597	http://www.imdb.com/title/tt0283597/business				
Henry V	tt0097499	http://www.imdb.com/title/tt0097499/business	9000000	10161099		8 November 1989
Under the Dome	tt1553656	http://www.imdb.com/title/tt1553656/business				
The Good Mother	tt0095238	http://www.imdb.com/title/tt0095238/business	14000000	4764606		4 November 1988
After the Funeral	tt1382170	http://www.imdb.com/title/tt1382170/business				May 2007
Billy Bathgate	tt0101453	http://www.imdb.com/title/tt0101453/business	48000000	15965919	4051590	1 November 1991
Star Wars - Episode II: Attack of the Clones	tt0121765	http://www.imdb.com/title/tt0121765/business	115000000	310675583	80027814	16 May 2002
Poems	tt3872878	http://www.imdb.com/title/tt3872878/business				
1776	tt0068156	http://www.imdb.com/title/tt0068156/business	4000000	6104000		17 November 1972
The Thin Man	tt0025878	http://www.imdb.com/title/tt0025878/business	226408			25 May 1934
Star Wars - Episode IV: A New Hope	tt0076759	http://www.imdb.com/title/tt0076759/business	11000000	460935665	35906661	25 May 1977
